pr_number,id,author,state,body,createdAt
6808,PRR_kwDOCCum185DO7Me,sxzz,CHANGES_REQUESTED,,2022-10-03T08:30:46Z
6808,PRR_kwDOCCum185DO_oa,rudyxu1102,COMMENTED,,2022-10-03T08:45:06Z
6808,PRR_kwDOCCum185DO_8B,sxzz,COMMENTED,PR title: `tranform` -> `transform`,2022-10-03T08:46:02Z
6809,PRR_kwDOCCum185DOjwH,antfu,APPROVED,,2022-10-03T07:16:15Z
6810,PRR_kwDOCCum185DOmDy,antfu,APPROVED,,2022-10-03T07:25:33Z
6810,PRR_kwDOCCum185DUEk-,sxzz,APPROVED,,2022-10-04T05:58:47Z
6812,PRR_kwDOCCum185DOtXR,antfu,APPROVED,,2022-10-03T07:47:15Z
6812,PRR_kwDOCCum185DO06j,antfu,COMMENTED,,2022-10-03T08:10:35Z
6812,PRR_kwDOCCum185DPMuF,posva,COMMENTED,,2022-10-03T09:25:22Z
6812,PRR_kwDOCCum185DPNDA,Akryum,APPROVED,,2022-10-03T09:26:24Z
6812,PRR_kwDOCCum185DPNcB,Akryum,COMMENTED,,2022-10-03T09:27:32Z
6813,PRR_kwDOCCum185DUJ_3,antfu,APPROVED,,2022-10-04T06:27:48Z
6815,PRR_kwDOCCum185DUJFh,antfu,APPROVED,,2022-10-04T06:23:08Z
6815,PRR_kwDOCCum185DiFu1,posva,APPROVED,[Nice!](https://deploy-preview-6815--vue-sfc-playground.netlify.app/#__DEV__eNqlUEtOwzAUvMqTN2mlOhELEAopEvfwJp+X1iixLdtJFVVZlA1iDeIKLFCF2CGx5ChBFcfAaYpUSnfs3psZvxnPklwp5dcVkpBEJtVcWTBoK3XJBC+V1BaWoDGHFnItS/Cc1GOCiVQKYwHFrOBmDtNeM/I0Zt74h/t8W28eb49S3eq5W713N/fd6uGoINex+HiKuTlgo2DI6NK5xWKpithiv9ko4zWkRWzMlJGYkcChAL/QZECjYP+hiIxtin4ESGTWLPsBIJWF1CHUNOEiGw1/GV8c4zavd18v64FrtxG398iEDAXSMlb+tZHCVbw9znaEYSSEnR0jrth+Z2RurTJhEGSoCtlQpbHmuKBn5yenlDoVNXlKXfxmpmUlMl+gLXje+LFSgaN9XQnLS/TRlDTRcmFQO3tGJntOgQNr1FSjyFCj/r/zwcE/7rt2WtJ+AzOa4w4=),2022-10-06T13:30:34Z
6816,PRR_kwDOCCum185ER352,posva,APPROVED,"Despite devtools not highlighting the syntax correctly: [the `)` looks like it closes the `var()` statement](https://deploy-preview-6816--vue-sfc-playground.netlify.app/#eNqlUe1S2zAQfJWrmtZJiSzgB8MYh7bPgfhw7HMiRpY00tkhE8Kzo9gYMvCTf7q93dvV3Y79dy7tWmQZy0PplSMISK27lkYaAI0EZRvINveB2rqGBUw81tPL09PZ2J+scYQTj0mPgxDwQ7Kfk1+/k+nsz8k8FdlVvrj+++9Gytu7h93z/mXUF6P6/H3kcoTODja5GJL1mXLCxumCMFYAeaU6KHURwkIywieSrMcB1qi17SkiciKYiyNlLANt9TAkPQhhN+hKq63PoONLZarp4W8nIFkl2exqILiiqpRZcY01vfOmRaQtZyDgPD4S95TAyK+tIb5BtVp/0JPjnSYDc99/tA/F5kw1znriTeHSx2BNPE+fT741gmTZmFiyeL9DLdmayIVMiAqdtlvuPHYKN/zi8uyC88jioS553MF25W1rqtQgaVVv08I5Edupbw2pBlMMDV96uwnoo71k8yMnEcEOPfdoKvTov+/8aeAX97ft7Nn+FT164EY=)

![Screenshot 2022-10-18 at 12 32 25](https://user-images.githubusercontent.com/664177/196406937-1672f418-91bd-4fa8-a7b4-7ecb7916fc62.png)
😆 

It looks good! 👍 
",2022-10-18T10:35:03Z
6816,PRR_kwDOCCum185ESWM6,antfu,COMMENTED,"LGTM. Giving the fact that ` ` and `.` are quite common, maybe we could replace them to `_` for better readbility?",2022-10-18T12:04:18Z
6816,PRR_kwDOCCum185FGNbB,antfu,APPROVED,,2022-10-28T01:54:30Z
6819,PRR_kwDOCCum185DZ4UQ,sxzz,COMMENTED,"I'm not sure if we should have an issue discussing this feature first.
",2022-10-05T03:51:16Z
6819,PRR_kwDOCCum185DabLj,sxzz,COMMENTED,,2022-10-05T07:38:43Z
6819,PRR_kwDOCCum185DanYz,jaulz,COMMENTED,,2022-10-05T08:18:01Z
6819,PRR_kwDOCCum185DbJd9,sxzz,COMMENTED,,2022-10-05T10:06:57Z
6821,PRR_kwDOCCum185Da1Dn,antfu,APPROVED,,2022-10-05T09:00:24Z
6821,PRR_kwDOCCum185DiEGq,posva,APPROVED,,2022-10-06T13:26:46Z
6823,PRR_kwDOCCum185DeNMI,antfu,APPROVED,,2022-10-05T20:13:09Z
6826,PRR_kwDOCCum185DeM8K,antfu,APPROVED,,2022-10-05T20:12:22Z
6827,PRR_kwDOCCum185DfkjI,sxzz,COMMENTED,Could you please add unit tests of the issue?,2022-10-06T06:04:28Z
6827,PRR_kwDOCCum185Dg-Hm,sxzz,COMMENTED,,2022-10-06T10:12:34Z
6827,PRR_kwDOCCum185DhG6M,godxiaoji,COMMENTED,,2022-10-06T10:41:23Z
6827,PRR_kwDOCCum185DhJxx,sxzz,COMMENTED,,2022-10-06T10:51:04Z
6827,PRR_kwDOCCum185DiAmc,godxiaoji,COMMENTED,,2022-10-06T13:18:30Z
6827,PRR_kwDOCCum185DiCSz,posva,CHANGES_REQUESTED,"Thanks! It's actually the other way around, it **should fail** in dev (like it does in prod): https://github.com/vitejs/vite/issues/3872#issuecomment-866583703",2022-10-06T13:22:35Z
6827,PRR_kwDOCCum185DiDW6,sxzz,APPROVED,,2022-10-06T13:25:02Z
6827,PRR_kwDOCCum185DiEjX,sxzz,COMMENTED,,2022-10-06T13:27:49Z
6827,PRR_kwDOCCum185DigzY,posva,COMMENTED,,2022-10-06T14:31:45Z
6827,PRR_kwDOCCum185Div-L,godxiaoji,COMMENTED,,2022-10-06T15:05:54Z
6827,PRR_kwDOCCum185Iaca9,posva,COMMENTED,,2022-12-13T08:08:28Z
6827,PRR_kwDOCCum185Iah5i,godxiaoji,COMMENTED,,2022-12-13T08:19:26Z
6828,PRR_kwDOCCum185Djpo-,znck,CHANGES_REQUESTED,"
We can shorten the condition to: 
(prev.type === ELEMENT || prev.type === COMMENT) && (next.type === ELEMENT || next.type === COMMENT)

",2022-10-06T17:49:58Z
6828,PRR_kwDOCCum185DwMPq,znck,APPROVED,,2022-10-11T03:01:42Z
6830,PRR_kwDOCCum185Dq29u,antfu,APPROVED,,2022-10-09T06:56:14Z
6839,PRR_kwDOCCum185Drecz,antfu,COMMENTED,,2022-10-10T04:31:55Z
6839,PRR_kwDOCCum185Drkc7,zhangzhonghe,COMMENTED,,2022-10-10T05:39:50Z
6839,PRR_kwDOCCum185DrlHJ,zhangzhonghe,COMMENTED,,2022-10-10T05:45:45Z
6839,PRR_kwDOCCum185DsD56,antfu,APPROVED,,2022-10-10T08:11:39Z
6840,PRR_kwDOCCum185Dq1Og,sxzz,COMMENTED,,2022-10-09T05:34:51Z
6840,PRR_kwDOCCum185DrctL,antfu,APPROVED,,2022-10-10T04:09:10Z
6843,PRR_kwDOCCum185D37UG,antfu,APPROVED,,2022-10-12T09:13:08Z
6855,PRR_kwDOCCum185D3L-j,sxzz,APPROVED,,2022-10-12T07:01:10Z
6855,PRR_kwDOCCum185D3UFi,antfu,APPROVED,,2022-10-12T07:28:43Z
6855,PRR_kwDOCCum185EGQ5d,haoqunjiang,APPROVED,,2022-10-14T14:06:49Z
6855,PRR_kwDOCCum185EKik2,Shinigami92,APPROVED,,2022-10-17T07:19:33Z
6858,PRR_kwDOCCum185Fm7ej,edison1105,COMMENTED,,2022-11-04T01:29:05Z
6864,PRR_kwDOCCum185k-q3e,haoqunjiang,CHANGES_REQUESTED,"Thanks for the PR!
I can confirm this fixed the linked bug.
But I've got a few questions on the implementation details.",2023-10-24T07:06:09Z
6864,PRR_kwDOCCum185lAtba,weidehai,COMMENTED,,2023-10-24T12:07:56Z
6864,PRR_kwDOCCum185lAtgX,weidehai,COMMENTED,,2023-10-24T12:08:08Z
6865,PRR_kwDOCCum185D85Zv,sxzz,COMMENTED,,2022-10-13T04:34:30Z
6865,PRR_kwDOCCum185D9Bh8,SuzumiyaHaku,COMMENTED,,2022-10-13T05:28:23Z
6883,PRR_kwDOCCum185EFOR_,sxzz,COMMENTED,"Consider this example:

```ts
const msg = $ref('test')
$$([msg]) // It really should be `Ref<string>[]`
```

Why escape a normal variable for you demo?",2022-10-14T10:44:05Z
6901,PRR_kwDOCCum185EPksO,sxzz,APPROVED,Nice!,2022-10-18T00:01:05Z
6901,PRR_kwDOCCum185EP9xu,baiwusanyu-c,APPROVED,good ！,2022-10-18T03:15:01Z
6901,PRR_kwDOCCum185Eqeir,hexiaokang,APPROVED,,2022-10-22T13:59:14Z
6902,PRR_kwDOCCum185ERn-b,posva,CHANGES_REQUESTED,,2022-10-18T09:56:25Z
6902,PRR_kwDOCCum185ETmdn,baiwusanyu-c,COMMENTED,,2022-10-18T14:53:06Z
6902,PRR_kwDOCCum185ET7lh,sxzz,COMMENTED,,2022-10-18T15:36:06Z
6902,PRR_kwDOCCum185EXhE5,posva,COMMENTED,,2022-10-19T07:47:18Z
6902,PRR_kwDOCCum185EXkip,baiwusanyu-c,COMMENTED,,2022-10-19T07:55:21Z
6902,PRR_kwDOCCum185Ekq0O,posva,APPROVED,,2022-10-21T07:21:14Z
6902,PRR_kwDOCCum185FMnsl,sxzz,COMMENTED,,2022-10-29T07:15:35Z
6908,PRR_kwDOCCum185EUy1s,sxzz,COMMENTED,,2022-10-18T18:09:18Z
6908,PRR_kwDOCCum185EqeOH,hexiaokang,APPROVED,,2022-10-22T13:56:51Z
6916,PRR_kwDOCCum185Eh7rg,sxzz,APPROVED,,2022-10-20T18:07:04Z
6916,PRR_kwDOCCum185EqIww,antfu,APPROVED,,2022-10-22T09:11:23Z
6919,PRR_kwDOCCum185EgjE_,sxzz,COMMENTED,"Could you please explain why did you make this PR and improve what? 🤔 I'm a bit confused.
",2022-10-20T14:33:04Z
6933,PRR_kwDOCCum185GNwhY,ysy945,COMMENTED,@sxzz ,2022-11-12T04:41:13Z
6936,PRR_kwDOCCum185EyH0L,edison1105,CHANGES_REQUESTED,,2022-10-25T01:00:28Z
6936,PRR_kwDOCCum185EybGU,zhangzhonghe,COMMENTED,,2022-10-25T03:12:54Z
6936,PRR_kwDOCCum185EypKs,edison1105,APPROVED,,2022-10-25T04:56:55Z
6944,PRR_kwDOCCum185FCEB9,sxzz,COMMENTED,"It will break existing code. We should keep expressions in backets.

[Before](https://sfc.vuejs.org/#eNo9T8sOgkAM/JVN40EDLJ4RTfyPvSCpCmEf2RY9kP13u6DeOjOd6XSBawj6NSM00FIfh8CKkOdwMW5CVr2fHauzOp6MM673jlhFpHnK5G63X/WiKLfFg3FtvaWIXwCjDVPHKEipZflZU8qLfxFKGGzwkSvbBT2Sd9JmyRbzFchAo1Ymc1I3YwNP5kBNXdO9zz+MpH181DLpKG0GixrJVrfo34RRgg3kCDmeIH0Aeu1Wyg==)

[After](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNo9jttOwzAMhl8lsnYB2pJyMSFRBhLvkZvSeRCUgxW7m6qq746zwS79H/x/C3wQufOE0MOBxxpIDKNM9O5zRDFjmbKYN/P06rPPY8kspiJPsYmbzcPV3253t+Cjz4fu9kX7eggmioOgXsYsy391XVvwbsIOQqJSxaaB3A+XrDRLq/g/gz305qo0TXHb7eFbhLjvuiNSLLOliueAF/v8st9bqynLp9HqxvxVFe/oMkoMp9kNRJ3aripzSOiQk/2s5cJYdd5DG1LEFdZfWP9kmg==)",2022-10-27T12:23:03Z
6944,PRR_kwDOCCum185FCfKV,sxzz,COMMENTED,"Still error... It's a pretty troubling example.
https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlUMtOwzAQ/BXL6gHU2OFQIREKEv/hS0i2JciP1XqTKory76wbhBAce/M8PDPaRb8h2mkE3ehj7mhAVhl4xFcXPbDq0hhZvaiHZxe7FHPyYH063135exd3u+2531ebV7hjvQVJhACGgL5lEKTUsiiCPHpW61qMP6Ku9BAwEZvQov3MKcqgpXxx30J2ulFXpnCyuGCnP5gxN3XdA/o0GySYBriYx6fDwRhxmXzqjHTMZ5J5vY3AfjjNtkWsRbYkm4cAFnIw75QuGUjqna5+NdVCTkCGIPZAQLc3/wn8117K5UCrXr8ABJKTFw==",2022-10-27T13:30:37Z
6944,PRR_kwDOCCum185FDCt3,sxzz,COMMENTED,😖[Another case](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlUMtOwzAQ/BXL6gHU2OFQIREKEv/hS0i2JciP1XqTKory76wbhBAce5zHzox20W+IdhpBN/qYOxqQVQYe8dVFD6y6NEZWL+rh2cUuxZw8WJ/Od1f+3sXCbo7dbiP3+2q7EvVYb5ESJoAhoG8ZBCm1LIogj57Vuhbjj6grPQRMxCa0aD9zijJtKSfuW8hON+rKFE62F+z0BzPmpq57QJ9mgwTTABfz+HQ4GCMuk0+dkY75TDKvtxHYD6fZtoi1yJZk8xDAQg7mndIlA0m909WvplrICcgQxB4I6PbmP4H/2ku5PGjV6xe7ipaH),2022-10-27T14:42:55Z
6944,PRR_kwDOCCum185FGP-H,tuchg,COMMENTED,,2022-10-28T02:07:14Z
6944,PRR_kwDOCCum185FGUuG,sxzz,COMMENTED,[Another case](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlkMFqwzAQRH9FiBwSYsk9hELdtND/0MW1N6mLLC2rtYMx/veunFJKcgzoMjO7+wbN+gPRjgPoSh9TQx2ySsADvrvggVUTh8DqTT29utDEkKIH6+N5u/o7F1zYbLbyVr3fF9eFnSTH8npODolg6NHXDKKUmmdFkAbPalny4F+oC931GIlNX6P9TjFIrTmvuN8gOV2p1cme9M7a6S9mTFVZtoA+TgYJxg4u5vnlcDBGpkw6NUYY05mkX2sDsO9Ok60RS4ktSemuBwupN58ULwlI8E4X/0ilmCOQIQgtENDj5JuDd/QMlw9a9PIDf2mUeg==),2022-10-28T02:31:49Z
6944,PRR_kwDOCCum185FJWTz,sxzz,COMMENTED,"😅 Such a huge number of edge cases. We should also handle spaces.

[Another case](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlkEFrwzAMhf+KMD1sUDs7lMGybrD/4UuWqF2GYwtZSQkh/31yO8Zojz2+9yR9Dy3mg8hNI5ra7HPLPQlklJHefQwo0KYxCrzB06uPbYo5BXQhHR/O/qOPPm42cFGgcl9dbui2CsGBQiOoCmBZgDGPQWBdy+BfaLamHyix2KEh951T1C5LWfG/QfamhrNTPC1btDdfIpTrquqQQpotMU49nuzzy25nrU7ZfGitMuYja7/ORZTQH2bXEFUaO9bS/YAO82A/OZ0ysuK92f4jVWpOyJYxdsjI95OvDt7QC1wftJr1By+akVY=)",2022-10-28T13:35:48Z
6944,PRR_kwDOCCum185FJada,tuchg,COMMENTED,,2022-10-28T13:47:00Z
6944,PRR_kwDOCCum185FKBKd,sxzz,COMMENTED,"🙇🏻 Sorry, but...
[Another case](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlkFFLxDAQhP/KEu7hxEuqcAjWU/B/5KW2e2clTZbNtkcp/e9uzkNEH32cmc18QxbzSuSmEU1tDrnlngQyykgvPgYUaNMYBZ7h7snHNsWcArqQTtuLf+Ojj5vN9qrgFu7VOlRfPdqgQnCg0AiqAlgWYMxjEFjXcvgdmp3pB0osdmjIfeQUdc9SnvhrkL2p4eIUTwcX7c27COW6qjqkkGZLjFOPZ/vwuN9bq1c2H1urjPnEurFzESX0x9k1RJXGjnV4P6DDPNg3TueMrHhvdj9IlZoTsmWMHTLy/8m/Cv/QC1w/aDXrJ350kgM=)",2022-10-28T15:28:24Z
6944,PRR_kwDOCCum185FKC8i,sxzz,CHANGES_REQUESTED,[Case 2](https://deploy-preview-6944--vue-sfc-playground.netlify.app/#eNqlkM1OwzAQhF/FsnooUu1wqJAIBYnnwBxCsi1B/lmtN6miKO/OOiCE2mNvnpnd/Uae9SuiHQfQtT7klnpklYEHfHHRA6s2DZHVs7p/crFNMScP1qfTdvXvXNxstm/r+13Eofq5ILsiGAL6hkGUUvOsCPLgWS1LGfwL9U73AROxCQ3ar5yiNJnLivsNstO1Wp3iSdWinf5kxlxXVQfo02SQYOzhbB4e93tjZMrkY2uEMZ1I+nU2Avv+ONkGsZLYkpTuA1jIwXxQOmcgwTu9+0eqxByBDEHsgIBuJ18cvKIXuHzQopdvjyuRBA==),2022-10-28T15:33:28Z
6944,PRR_kwDOCCum185FMehY,sxzz,COMMENTED,"❤️ Great! Thanks for your contribution! 

Could you please add more tests about the examples I provided?",2022-10-29T03:02:09Z
6944,PRR_kwDOCCum185FMnSq,sxzz,APPROVED,"LGTM, thanks!",2022-10-29T06:58:39Z
6944,PRR_kwDOCCum185F7LmH,sxzz,COMMENTED,"Could you please revert the format commit? (Just run `pnpm run format` to fix that)
It causes lots of unrelated changes.",2022-11-09T02:02:05Z
6944,PRR_kwDOCCum185F7g4-,sxzz,APPROVED,LGTM,2022-11-09T03:28:28Z
6944,PRR_kwDOCCum185GPJxm,yyx990803,COMMENTED,,2022-11-14T02:26:55Z
6944,PRR_kwDOCCum185GPSi9,yyx990803,COMMENTED,,2022-11-14T03:45:05Z
6948,PRR_kwDOCCum185Fj1lg,sxzz,APPROVED,,2022-11-03T14:30:09Z
6952,PRR_kwDOCCum185E5sLH,edison1105,COMMENTED,,2022-10-26T07:14:16Z
6952,PRR_kwDOCCum185E7jMb,rudyxu1102,COMMENTED,,2022-10-26T13:01:04Z
6952,PRR_kwDOCCum185E_du-,edison1105,COMMENTED,,2022-10-27T01:49:41Z
6962,PRR_kwDOCCum185E8Dfr,edison1105,COMMENTED,,2022-10-26T14:10:44Z
6962,PRR_kwDOCCum185E_uCl,zhangzhonghe,COMMENTED,,2022-10-27T03:31:29Z
6962,PRR_kwDOCCum185E_wKO,edison1105,COMMENTED,,2022-10-27T03:47:40Z
6963,PRR_kwDOCCum185FF-kT,antfu,APPROVED,,2022-10-28T00:47:21Z
6966,PRR_kwDOCCum185FApEA,ysy945,COMMENTED,update,2022-10-27T08:10:00Z
6966,PRR_kwDOCCum185FAuo2,tuchg,COMMENTED,it always to trigger a unmounted hook. I think this shadowDom should be cached rather than rebuilt.,2022-10-27T08:25:13Z
6969,PRR_kwDOCCum185FBMAk,ysy945,COMMENTED,update,2022-10-27T09:40:09Z
6969,PRR_kwDOCCum185FBUxA,ysy945,COMMENTED,update,2022-10-27T09:58:20Z
6969,PRR_kwDOCCum185FBYhi,ysy945,COMMENTED,update,2022-10-27T10:09:00Z
6969,PRR_kwDOCCum185FB2zv,ysy945,COMMENTED,update,2022-10-27T11:44:25Z
6969,PRR_kwDOCCum185FB3rm,ysy945,COMMENTED,update,2022-10-27T11:47:06Z
6969,PRR_kwDOCCum185FCBkN,ysy945,COMMENTED,update,2022-10-27T12:16:02Z
6969,PRR_kwDOCCum185FCE6X,ysy945,COMMENTED,"u
",2022-10-27T12:25:23Z
6972,PRR_kwDOCCum185FF-qR,antfu,APPROVED,,2022-10-28T00:48:17Z
6975,PRR_kwDOCCum185FY-CO,znck,APPROVED,,2022-11-01T23:17:41Z
6990,PRR_kwDOCCum185FNOKK,sxzz,COMMENTED,,2022-10-30T10:24:36Z
6990,PRR_kwDOCCum185FNdQg,JayFate,COMMENTED,,2022-10-30T15:42:49Z
6990,PRR_kwDOCCum185FNezE,JayFate,COMMENTED,,2022-10-30T16:33:54Z
6990,PRR_kwDOCCum185FOa9H,sxzz,CHANGES_REQUESTED,,2022-10-31T07:06:50Z
6990,PRR_kwDOCCum185FTjZe,JayFate,COMMENTED,,2022-11-01T02:23:00Z
6990,PRR_kwDOCCum185FTjaa,JayFate,COMMENTED,,2022-11-01T02:23:07Z
6990,PRR_kwDOCCum185FTjbQ,JayFate,COMMENTED,,2022-11-01T02:23:13Z
6990,PRR_kwDOCCum185FTjby,JayFate,COMMENTED,,2022-11-01T02:23:18Z
6990,PRR_kwDOCCum185FnXSg,sxzz,COMMENTED,,2022-11-04T05:02:33Z
6990,PRR_kwDOCCum185FnzT7,JayFate,COMMENTED,,2022-11-04T07:27:55Z
6990,PRR_kwDOCCum185GD1sj,sxzz,APPROVED,,2022-11-10T09:59:13Z
6993,PRR_kwDOCCum185GP6JM,yyx990803,COMMENTED,,2022-11-14T07:46:24Z
6993,PRR_kwDOCCum185GP7OQ,yyx990803,COMMENTED,,2022-11-14T07:50:26Z
7004,PRR_kwDOCCum185FV96s,sxzz,COMMENTED,,2022-11-01T14:00:27Z
7004,PRR_kwDOCCum185GfnMm,sxzz,APPROVED,,2022-11-16T14:28:26Z
7017,PRR_kwDOCCum185FnYNg,sxzz,COMMENTED,LGTM,2022-11-04T05:09:26Z
7017,PRR_kwDOCCum185FpZbp,antfu,COMMENTED,,2022-11-04T12:56:16Z
7017,PRR_kwDOCCum185Fp6BE,ben-lau,COMMENTED,,2022-11-04T14:20:41Z
7017,PRR_kwDOCCum185FsPZI,posva,COMMENTED,"Thanks for the PR! Pushing and popping into an array every time a component mounts is likely to have a negative impact on performance.

Let's wait until we can confirm https://github.com/vuejs/core/issues/7021 is indeed a bug",2022-11-04T21:54:01Z
7018,PRR_kwDOCCum185FkkA1,znck,COMMENTED,I looked at the linked issue and still I don't understand the use-case for this. We cannot throw errors in template as `throw new Error()` is a statement and we cannot use statements in template (except for v-on).,2022-11-03T15:51:40Z
7018,PRR_kwDOCCum185Fk-An,sxzz,APPROVED,,2022-11-03T16:47:03Z
7018,PRR_kwDOCCum185ktJ5W,sxzz,APPROVED,,2023-10-20T08:51:01Z
7031,PRR_kwDOCCum185Fsg0G,webfansplz,APPROVED,,2022-11-05T02:29:10Z
7032,PRR_kwDOCCum185FthRX,sxzz,APPROVED,,2022-11-06T09:46:18Z
7037,PRR_kwDOCCum185FyVb6,sxzz,APPROVED,,2022-11-07T17:33:50Z
7037,PRR_kwDOCCum185GPtYL,sxzz,COMMENTED,,2022-11-14T06:51:17Z
7041,PRR_kwDOCCum185FyYjv,sxzz,COMMENTED,"Consider this example:
`export const foo = default_`

Let's check if the brackets (`{}`) exist.
`export { foo as default }`",2022-11-07T17:43:22Z
7061,PRR_kwDOCCum185F5LJz,sxzz,COMMENTED,,2022-11-08T18:07:12Z
7061,PRR_kwDOCCum185F59pz,ycmjason,COMMENTED,,2022-11-08T20:54:52Z
7061,PRR_kwDOCCum185F7Igy,sxzz,COMMENTED,,2022-11-09T01:45:00Z
7061,PRR_kwDOCCum185F8gjZ,ycmjason,COMMENTED,,2022-11-09T07:44:42Z
7061,PRR_kwDOCCum185F8gkT,ycmjason,COMMENTED,,2022-11-09T07:44:46Z
7062,PRR_kwDOCCum185F7J9s,sxzz,APPROVED,LGTM,2022-11-09T01:52:50Z
7063,PRR_kwDOCCum185F7I6y,sxzz,APPROVED,,2022-11-09T01:46:51Z
7067,PRR_kwDOCCum185F_lqa,znck,APPROVED,,2022-11-09T15:43:15Z
7068,PRR_kwDOCCum185F8qnd,znck,CHANGES_REQUESTED,,2022-11-09T08:13:40Z
7068,PRR_kwDOCCum185F9_dl,sxzz,COMMENTED,,2022-11-09T11:42:59Z
7068,PRR_kwDOCCum185F_iI3,znck,APPROVED,,2022-11-09T15:35:07Z
7068,PRR_kwDOCCum185GH1P0,znck,CHANGES_REQUESTED,"I think it's safer if we use `as __VUE_DEFAULT__` in the else case (see highlighted line in the screenshot below).

<img width=""941"" alt=""image"" src=""https://user-images.githubusercontent.com/2596484/201200514-6eb5a025-16e9-402b-934b-5107ccb82b6e.png"">
",2022-11-10T20:36:52Z
7068,PRR_kwDOCCum185GIs0T,znck,APPROVED,,2022-11-11T01:18:40Z
7068,PRR_kwDOCCum185GMJ7i,sxzz,COMMENTED,,2022-11-11T16:34:44Z
7068,PRR_kwDOCCum185GNjUD,yyx990803,CHANGES_REQUESTED,"A problem with this approach: `rewriteDefault` is used in `@vitejs/plugin-vue` [here](https://github.com/vitejs/vite/blob/main/packages/plugin-vue/src/main.ts#L324), on the script string **already transformed by `compileScript`**. This means the string no longer matches the Node positions in the AST exposed on the SFC descriptor.

I think we need to do something similar to reactivity transform's `transformAST`:

1. Accept both the AST **and** the corresponding MagicString instance in `rewriteDefault`
2. Also expose the MagicString instance on the script block returned by `compileScript`
3. In `@vitejs/plugin-vue`, feature detect by checking whether MagicString instance is available
  - If yes, use AST-based rewrite by passing in AST + MagicString
  - If no, fallback to old usage",2022-11-12T01:19:48Z
7069,PRR_kwDOCCum185F8kr8,znck,APPROVED,,2022-11-09T07:56:43Z
7071,PRR_kwDOCCum185F-CjG,LinusBorg,APPROVED,,2022-11-09T11:52:04Z
7071,PRR_kwDOCCum185F-HaK,edison1105,APPROVED,,2022-11-09T12:05:08Z
7076,PRR_kwDOCCum185GD2zQ,sxzz,APPROVED,,2022-11-10T10:02:03Z
7083,PRR_kwDOCCum185GI8ia,znck,COMMENTED,,2022-11-11T03:25:27Z
7083,PRR_kwDOCCum185GI8up,znck,COMMENTED,,2022-11-11T03:27:02Z
7083,PRR_kwDOCCum185GI84D,znck,COMMENTED,,2022-11-11T03:28:23Z
7083,PRR_kwDOCCum185GJQWV,znck,COMMENTED,,2022-11-11T05:57:16Z
7083,PRR_kwDOCCum185GPMfV,haoqunjiang,COMMENTED,,2022-11-14T02:49:39Z
7083,PRR_kwDOCCum185OihU4,KaelWD,COMMENTED,,2023-02-28T13:57:47Z
7085,PRR_kwDOCCum185GNh0B,sxzz,COMMENTED,,2022-11-12T00:42:30Z
7089,PRR_kwDOCCum185GH2k6,sxzz,APPROVED,,2022-11-10T20:40:51Z
7109,PRR_kwDOCCum185GNO1l,znck,APPROVED,,2022-11-11T21:24:57Z
7114,PRR_kwDOCCum185j6_Ue,pikax,COMMENTED,,2023-10-13T12:44:29Z
7116,PRR_kwDOCCum185GOLvB,hexiaokang,APPROVED,,2022-11-12T13:09:36Z
7116,PRR_kwDOCCum185J7TF7,sxzz,COMMENTED,,2023-01-09T10:52:28Z
7116,PRR_kwDOCCum185J7Wwi,sxzz,COMMENTED,,2023-01-09T11:02:15Z
7116,PRR_kwDOCCum185J7nKt,godxiaoji,COMMENTED,,2023-01-09T11:54:18Z
7116,PRR_kwDOCCum185KNRVE,sxzz,COMMENTED,,2023-01-12T05:35:22Z
7116,PRR_kwDOCCum185KNWHC,godxiaoji,COMMENTED,,2023-01-12T06:04:41Z
7126,PRR_kwDOCCum185e-8nb,sxzz,APPROVED,,2023-08-24T13:13:14Z
7139,PRR_kwDOCCum185GYivc,sxzz,APPROVED,,2022-11-15T13:08:15Z
7140,PRR_kwDOCCum185Gb2JX,sxzz,APPROVED,,2022-11-15T23:59:39Z
7142,PRR_kwDOCCum185GfNii,sxzz,APPROVED,,2022-11-16T13:37:42Z
7151,PRR_kwDOCCum186EBx3q,edison1105,COMMENTED,,2024-08-02T08:54:45Z
7152,PRR_kwDOCCum185GfEp0,sxzz,CHANGES_REQUESTED,,2022-11-16T13:16:54Z
7152,PRR_kwDOCCum185GfVJ2,yuri-li,COMMENTED,,2022-11-16T13:52:42Z
7152,PRR_kwDOCCum185GfWLZ,yuri-li,COMMENTED,,2022-11-16T13:54:47Z
7152,PRR_kwDOCCum185Gf_95,yuri-li,COMMENTED,,2022-11-16T15:17:12Z
7153,PRR_kwDOCCum185GfXMV,sxzz,COMMENTED,,2022-11-16T13:56:24Z
7153,PRR_kwDOCCum185Gfw5a,baiwusanyu-c,COMMENTED,,2022-11-16T14:47:59Z
7153,PRR_kwDOCCum185GjF2c,sxzz,COMMENTED,[Relate comment](https://github.com/vuejs/core/issues/7150#issuecomment-1317143863),2022-11-17T02:50:35Z
